title,link,company,salary,location
Overseas Software Engineer,https://www.ycombinator.com/companies/solosuit/jobs/CeVV0Uk-overseas-software-engineer,Solosuit,$31.2K - $93.6K,Remote
Senior Growth Marketing Manager,https://www.ycombinator.com/companies/solosuit/jobs/NLQkXDC-senior-growth-marketing-manager,Solosuit,$90K - $180K,US / Remote (US)
Software Engineer,https://www.ycombinator.com/companies/solosuit/jobs/sT3t6VQ-software-engineer,Solosuit,$90K - $160K,US / Remote (US)
Sales Account Executive,https://www.ycombinator.com/companies/tractian/jobs/S4YFJPW-sales-account-executive,Tractian,3+ years,"Atlanta, GA, US"
Sales Development Representative,https://www.ycombinator.com/companies/tractian/jobs/cVGSjVg-sales-development-representative,Tractian,1+ years,"Atlanta, GA, US"
Sr. Accountant,https://www.ycombinator.com/companies/codingal/jobs/3i4dm9b-sr-accountant,Codingal,₹3 - ₹4 INR,"Bengaluru, KA, IN / Bengaluru, Karnataka, IN"
Finance Associate Intern,https://www.ycombinator.com/companies/codingal/jobs/LNzRrBo-finance-associate-intern,Codingal,₹15K - ₹20K INR,"Bengaluru, KA, IN"
Pre - Sales Associate Intern ,https://www.ycombinator.com/companies/codingal/jobs/jWCphhn-pre-sales-associate-intern,Codingal,₹15K - ₹20K INR,"Bengaluru, KA, IN"
 Customer Service Associate,https://www.ycombinator.com/companies/codingal/jobs/AQC0Lbn-customer-service-associate,Codingal,₹300K - ₹400K INR,"Bengaluru, KA, IN"
Business Development Associate,https://www.ycombinator.com/companies/codingal/jobs/v5BaLvp-business-development-associate,Codingal,₹400K - ₹600K INR,"Bengaluru, KA, IN"
Account Executive ,https://www.ycombinator.com/companies/resquared/jobs/0BSOHFJ-account-executive,Resquared,$50K - $65K,Remote (US)
AI Software Engineer,https://www.ycombinator.com/companies/topline-pro/jobs/MFb5FkA-ai-software-engineer,Topline Pro,$130K - $180K,"Boston, MA"
Full Stack Software Engineer,https://www.ycombinator.com/companies/topline-pro/jobs/VIJ9YHx-full-stack-software-engineer,Topline Pro,$90K - $130K,"Boston, MA"
Growth Marketing Manager,https://www.ycombinator.com/companies/topline-pro/jobs/JSuzjhj-growth-marketing-manager,Topline Pro,$120K - $140K,"NY, US"
Customer Success Manager,https://www.ycombinator.com/companies/topline-pro/jobs/Zoh1eZp-customer-success-manager,Topline Pro,$65K - $70K,"NY, US / New York, NY, US"
Business Development Representative  ,https://www.ycombinator.com/companies/topline-pro/jobs/aIEOqfW-business-development-representative,Topline Pro,$90K - $100K,"New York, NY"
Chief Technology Officer - CTO,https://www.ycombinator.com/companies/homebase/jobs/01LRKUt-chief-technology-officer-cto,Homebase,$2.5K - $5K,"Ho Chi Minh City, Ho Chi Minh City, VN"
Senior Backend Engineer,https://www.ycombinator.com/companies/homebase/jobs/hBGD8E7-senior-backend-engineer,Homebase,$1.5K - $3K,"Anywhere / Ho Chi Minh City, Ho Chi Minh City, VN"
Full-stack Engineer,https://www.ycombinator.com/companies/homebase/jobs/J5eZ67M-full-stack-engineer,Homebase,$1.5K - $3K,"Anywhere / Ho Chi Minh City, Ho Chi Minh City, VN"
Don't see your dream job? Apply here anyway!,https://www.ycombinator.com/companies/homebase/jobs/MHUS4oP-don-t-see-your-dream-job-apply-here-anyway,Homebase,,Anywhere
/apply,https://www.ycombinator.com/companies/text-blaze/jobs/0QCXrzE-apply,Text Blaze,$30K - $220K,Remote (US)
"Senior Account Executive, US",https://www.ycombinator.com/companies/enode/jobs/Vac6b6J-senior-account-executive-us,Enode,$80K - $150K,US / Remote (US)
Senior Backend Engineer,https://www.ycombinator.com/companies/enode/jobs/Ti0pMeA-senior-backend-engineer,Enode,$1,Remote / Remote (US)
Engineering Manager,https://www.ycombinator.com/companies/enode/jobs/mdKdGFb-engineering-manager,Enode,$1,Remote / Remote (US)
Product Manager,https://www.ycombinator.com/companies/enode/jobs/KruAkjr-product-manager,Enode,$1,Remote / Remote (US)
Senior Account Executive,https://www.ycombinator.com/companies/enode/jobs/uKeoQgM-senior-account-executive,Enode,$1,Remote / Remote (US)
"Senior Frontend Engineer, Experience",https://www.ycombinator.com/companies/enode/jobs/GGk5yKh-senior-frontend-engineer-experience,Enode,$1,Remote / Remote (US)
AI Engineer,https://www.ycombinator.com/companies/great-question/jobs/AtPa8pe-ai-engineer,Great Question,$100K - $200K,United States (Remote) / Remote (US)
Founding Biomedical Engineer ,https://www.ycombinator.com/companies/auricle/jobs/ZZxIQT3-founding-biomedical-engineer,Auricle,$100K - $180K,"Mountain View, CA, US"
Strategy & Operations Associate,https://www.ycombinator.com/companies/liveflow/jobs/AAy8yuq-strategy-operations-associate,Liveflow,,"New York, New York"
Senior Product Designer,https://www.ycombinator.com/companies/liveflow/jobs/X9dCHGO-senior-product-designer,Liveflow,$150K - $190K,"New York, New York"
"Account Executive, Mid-Market",https://www.ycombinator.com/companies/liveflow/jobs/mBDVyOx-account-executive-mid-market,Liveflow,,"New York, New York"
Product Founder,https://www.ycombinator.com/companies/liveflow/jobs/YcJVDqc-product-founder,Liveflow,3+ years,"New York, New York / San Francisco, CA, US"
"Senior Full Stack Engineer, NYC",https://www.ycombinator.com/companies/liveflow/jobs/cMZblF0-senior-full-stack-engineer-nyc,Liveflow,$100K - $200K,"New York, New York / Remote (US)"
"Account Executive, Mid-Market",https://www.ycombinator.com/companies/liveflow/jobs/CHJoNzE-account-executive-mid-market,Liveflow,$120K - $150K,"New York, NY, US"
Sales Development Representative (NYC) ,https://www.ycombinator.com/companies/liveflow/jobs/VqypILm-sales-development-representative-nyc,Liveflow,$70K - $90K,Remote (EST or CST)
Senior Full Stack Engineer,https://www.ycombinator.com/companies/liveflow/jobs/yQSiOcS-senior-full-stack-engineer,Liveflow,$90K - $150K,"São Paulo, SP, BR / São Paulo, State of São Paulo, BR / London, England, GB / Lisbon, Lisbon, PT / New York, NY, US / Remote (US)"
Full Stack Engineer,https://www.ycombinator.com/companies/greywing/jobs/opYtoBU-full-stack-engineer,Greywing,$25K - $40K,"Remote (MM; SG; MY; IN; KH; VN; LA; TW; PH; ID; NP; KR; JP; Perth, WA, AU; WA, AU; TH)"
Controller,https://www.ycombinator.com/companies/r2/jobs/Aq4Ehyu-controller,R2,11+ years,"Mexico City, CDMX, MX / Bogotá, Bogota, CO / Buenos Aires, Buenos Aires, AR / Santiago, Santiago Metropolitan Region, CL / São Paulo, SP, BR / São Paulo, State of São Paulo, BR / Remote (US)"
Sr Technical Program Manager,https://www.ycombinator.com/companies/r2/jobs/Rsf5j11-sr-technical-program-manager,R2,3+ years,CL / CO / MX / AR / Remote (CL; CO; MX; AR)
Product Marketing Lead,https://www.ycombinator.com/companies/r2/jobs/TOs5Uza-product-marketing-lead,R2,3+ years,CO / AR / CL / MX / PE / Remote (CO; AR; CL; MX; PE)
Patient Navigator,https://www.ycombinator.com/companies/measured/jobs/uKnPNDq-patient-navigator,Measured,$11 - $15,"AL, US / FL, US / GA, US / Remote (AL, US; FL, US; GA, US)"
Fractional Medical Director at Obesity Telemedicine Platform ,https://www.ycombinator.com/companies/measured/jobs/tpKxWGv-fractional-medical-director-at-obesity-telemedicine-platform,Measured,$75K - $150K,"New York, NY, US"
Enterprise Account Executive,https://www.ycombinator.com/companies/rinsed/jobs/JBJIenj-enterprise-account-executive,Rinsed,$400K,"Lehi, UT"
VR Unity Developer,https://www.ycombinator.com/companies/true3d/jobs/swGsSuc-vr-unity-developer,True3D,$60K - $160K,"New York, NY, US / Remote (US)"
Machine Learning Engineer,https://www.ycombinator.com/companies/true3d/jobs/lGhYqPr-machine-learning-engineer,True3D,$100K - $130K,"NY, US / Remote (New York, NY, US)"
AI Engineer,https://www.ycombinator.com/companies/fathom/jobs/kkIRas2-ai-engineer,Fathom,$130K - $160K,"San Francisco, CA, US"
Data Analyst,https://www.ycombinator.com/companies/fathom/jobs/QLmoC0K-data-analyst,Fathom,$110K - $140K,Remote / Remote (US)
Inbound Account Executive,https://www.ycombinator.com/companies/fathom/jobs/iwQpoJj-inbound-account-executive,Fathom,$120K - $160K,Remote / Remote (US; CA)
Backend Engineer (Remote),https://www.ycombinator.com/companies/fathom/jobs/Pg8RFWC-backend-engineer-remote,Fathom,$190K - $240K,US / CA / Remote (US; CA)
Senior Site Reliability Engineer (Remote),https://www.ycombinator.com/companies/fathom/jobs/TArBVR8-senior-site-reliability-engineer-remote,Fathom,$180K - $230K,US / CA / Remote (US; CA)
Full-Stack Engineer (Remote),https://www.ycombinator.com/companies/fathom/jobs/OVTRjXb-full-stack-engineer-remote,Fathom,$180K - $230K,CA / US / Remote (CA; US)
Mid-Market Account Manager (AM),https://www.ycombinator.com/companies/popl/jobs/YArRS6P-mid-market-account-manager-am,Popl,$80K - $140K,Remote (US)
Mid-Market Account Executive,https://www.ycombinator.com/companies/popl/jobs/g3Lk6AG-mid-market-account-executive,Popl,$90K - $170K,Remote (US)
Lead Analytics Engineer,https://www.ycombinator.com/companies/popl/jobs/5jjR3EW-lead-analytics-engineer,Popl,$120K - $150K,US / Remote (US)
Accounts Receivable + Renewals Manager,https://www.ycombinator.com/companies/popl/jobs/27EKc6B-accounts-receivable-renewals-manager,Popl,$50K - $100K,US / Remote (US)
Lead Backend Engineer,https://www.ycombinator.com/companies/popl/jobs/lTLTvZ2-lead-backend-engineer,Popl,$140K - $170K,US / Remote (US)
Staff QA Engineer,https://www.ycombinator.com/companies/anima/jobs/wQ0anQ1-staff-qa-engineer,Anima,6+ years,Remote
Clinical Engineer,https://www.ycombinator.com/companies/anima/jobs/dwSuRDL-clinical-engineer,Anima,1+ years,Remote
Implementation & Customer Success,https://www.ycombinator.com/companies/anima/jobs/7ZP8eZ4-implementation-customer-success,Anima,1+ years,GB / Remote (GB)
Account Executive / Manager (Fullstack Sales),https://www.ycombinator.com/companies/anima/jobs/KiHHqcN-account-executive-manager-fullstack-sales,Anima,1+ years,GB / Remote (GB)
Design Engineer,https://www.ycombinator.com/companies/anima/jobs/yhwZten-design-engineer,Anima,1+ years,Remote
Staff Software Engineer,https://www.ycombinator.com/companies/anima/jobs/NQWCV4a-staff-software-engineer,Anima,3+ years,Remote
UI/UX Designer,https://www.ycombinator.com/companies/pangea-app/jobs/71NlYUD-ui-ux-designer,Pangea App,$80K - $200K,US / CA / GB / Remote (US; CA; GB)
Webflow/Framer Web Designer,https://www.ycombinator.com/companies/pangea-app/jobs/d0jW6if-webflow-framer-web-designer,Pangea App,$3K - $120K,"US / New York, NY, US / Boston, MA, US / Los Angeles, CA, US / San Francisco, CA, US / Austin, TX, US / Miami, FL, US / Raleigh, NC, US / Durham, NC, US / Boulder, CO, US / Remote (US; New York, NY, US; Boston, MA, US; Los Angeles, CA, US; San Francisco, CA, US; Austin, TX, US; Miami, FL, US; Raleigh, NC, US; Durham, NC, US; Boulder, CO, US)"
Social Media Manager,https://www.ycombinator.com/companies/pangea-app/jobs/oFxurUs-social-media-manager,Pangea App,$3K - $120K,"US / New York, NY, US / Boston, MA, US / Los Angeles, CA, US / San Francisco, CA, US / Austin, TX, US / Miami, FL, US / Raleigh, NC, US / Durham, NC, US / Boulder, CO, US / Remote (US; New York, NY, US; Boston, MA, US; Los Angeles, CA, US; San Francisco, CA, US; Austin, TX, US; Miami, FL, US; Raleigh, NC, US; Durham, NC, US; Boulder, CO, US)"
Growth Marketing Manager,https://www.ycombinator.com/companies/pangea-app/jobs/Ecvk6ia-growth-marketing-manager,Pangea App,$2.5K - $10K,US / CA / Remote (US; CA)
Full Stack Engineer,https://www.ycombinator.com/companies/quadrant-health/jobs/GcmJ5pT-full-stack-engineer,Quadrant Health,$65K - $150K,"New York, NY, US / Remote"
Frontend Engineer (React),https://www.ycombinator.com/companies/kodo/jobs/te7cOYm-frontend-engineer-react,Kodo,₹2M - ₹3.5M INR,"Mumbai, MH, IN / Mumbai, Maharashtra, IN / Pune, MH, IN / Pune, Maharashtra, IN"
Accounts Payable- Associate,https://www.ycombinator.com/companies/kodo/jobs/Sz0OR72-accounts-payable-associate,Kodo,₹300K - ₹500K INR,"Mumbai, MH, IN / Mumbai, Maharashtra, IN"
Accounts Payable ,https://www.ycombinator.com/companies/kodo/jobs/36m56mY-accounts-payable,Kodo,₹500K - ₹1.1M INR,"Mumbai, MH, IN / Mumbai, Maharashtra, IN"
SDE/ Backend ,https://www.ycombinator.com/companies/kodo/jobs/xIPhfBy-sde-backend,Kodo,₹2.5M - ₹4.5M INR,"Mumbai, MH, IN / Pune, MH, IN"
Product Designer,https://www.ycombinator.com/companies/kodo/jobs/VMqBXPP-product-designer,Kodo,₹1.2M - ₹2M INR,"Mumbai, MH, IN"
QA (SDET),https://www.ycombinator.com/companies/kodo/jobs/6l4UsDe-qa-sdet,Kodo,₹1.2M - ₹2.8M INR,"Mumbai, MH, IN / Pune, MH, IN"
Product Manager,https://www.ycombinator.com/companies/kodo/jobs/6ZRyITc-product-manager,Kodo,₹1.5M - ₹3M INR,"Mumbai, MH, IN"
"Software Engineer, DevSecOps/SRE/Infrastructure",https://www.ycombinator.com/companies/kodo/jobs/qAJeqnN-software-engineer-devsecops-sre-infrastructure,Kodo,₹600K - ₹2M INR,"Pune, MH, IN / Mumbai, MH, IN / Mumbai, Maharashtra, IN"
"Software Engineer, Frontend/Full-stack",https://www.ycombinator.com/companies/kodo/jobs/4GMBjooNJ-software-engineer-frontend-full-stack,Kodo,₹1M - ₹2.5M INR,"Pune, MH, IN / Mumbai, MH, IN"
B2B Marketing Associate Internship,https://www.ycombinator.com/companies/controlhub/jobs/UZaCAO5-b2b-marketing-associate-internship,Controlhub,Any,Remote
Frontend Engineer - LATAM,https://www.ycombinator.com/companies/controlhub/jobs/Na56SEi-frontend-engineer-latam,Controlhub,3+ years,Remote - WFH / Remote
Backend Engineer - LATAM,https://www.ycombinator.com/companies/controlhub/jobs/SnwAi5Vd7-backend-engineer-latam,Controlhub,3+ years,Remote - WFH / Remote
Full-Stack Engineer - LATAM,https://www.ycombinator.com/companies/controlhub/jobs/TShtq3Ot8-full-stack-engineer-latam,Controlhub,3+ years,Remote - WFH / Remote
Founding Site Reliability Engineer,https://www.ycombinator.com/companies/vapi/jobs/ldPcFRH-founding-site-reliability-engineer,Vapi,$150K - $300K,"San Francisco, CA, US"
Forward Deployed Engineer,https://www.ycombinator.com/companies/vapi/jobs/3GU4CIx-forward-deployed-engineer,Vapi,$150K - $300K,San Francisco
Staff Backend Software Engineer ,https://www.ycombinator.com/companies/vapi/jobs/PXEn9WY-staff-backend-software-engineer,Vapi,$150K - $300K,San Francisco
Founding Frontend Software Engineer,https://www.ycombinator.com/companies/vapi/jobs/grvXB9V-founding-frontend-software-engineer,Vapi,$150K - $300K,"San Francisco, CA, US"
Founding Infrastructure Software Engineer,https://www.ycombinator.com/companies/vapi/jobs/BnVHTaQ-founding-infrastructure-software-engineer,Vapi,$150K - $300K,"San Francisco, CA, US"
Head of Engineering,https://www.ycombinator.com/companies/alinea/jobs/5PSPsqd-head-of-engineering,Alinea,$180K - $250K,"New York, NY, US"
Security Engineer,https://www.ycombinator.com/companies/alinea/jobs/cMXH8Wt-security-engineer,Alinea,$125K - $185K,"New York, NY, US / Remote"
Data Engineer,https://www.ycombinator.com/companies/alinea/jobs/M7NAPRf-data-engineer,Alinea,$125K - $200K,"New York, NY, US / Remote"
Full Stack Software Engineer,https://www.ycombinator.com/companies/alinea/jobs/ge8Igd6-full-stack-software-engineer,Alinea,$125K - $185K,"New York, NY, US"
Full Stack iOS Software Engineer,https://www.ycombinator.com/companies/alinea/jobs/NBb3xDP-full-stack-ios-software-engineer,Alinea,$125K - $185K,"New York, NY, US"
Accounting Manager,https://www.ycombinator.com/companies/camber-2/jobs/XezWwQu-accounting-manager,Camber 2,$140K - $160K,"San Francisco, CA"
Sales Manager,https://www.ycombinator.com/companies/camber-2/jobs/W6tIWoZ-sales-manager,Camber 2,$150K - $250K,"New York, NY, US"
Product Marketing,https://www.ycombinator.com/companies/camber-2/jobs/89DPj0j-product-marketing,Camber 2,$130K,"New York, NY, US"
SMB Account Manager,https://www.ycombinator.com/companies/camber-2/jobs/6tASHDt-smb-account-manager,Camber 2,$100K - $115K,"New York, NY"
Sales Development Representative,https://www.ycombinator.com/companies/camber-2/jobs/TJCWRhh-sales-development-representative,Camber 2,$60K - $120K,"New York, NY, US"
Senior Data Scientist,https://www.ycombinator.com/companies/camber-2/jobs/n8fVC1g-senior-data-scientist,Camber 2,$160K - $180K,"New York, NY"
Full Stack Account Executive,https://www.ycombinator.com/companies/camber-2/jobs/xacVIuY-full-stack-account-executive,Camber 2,$100K - $200K,"New York, NY, US"
Senior Software Engineer,https://www.ycombinator.com/companies/camber-2/jobs/umDRrTM-senior-software-engineer,Camber 2,$160K - $200K,"New York, NY"
Per Diem is expending and looking for a React Native experience developer ,https://www.ycombinator.com/companies/per-diem/jobs/yTpvIRZ-per-diem-is-expending-and-looking-for-a-react-native-experience-developer,Per Diem,$60K,Remote
CX Program Manager,https://www.ycombinator.com/companies/firstbase-io/jobs/MoOMWhx-cx-program-manager,Firstbase Io,3+ years,Remote (LatAm) / Remote (US)
Lead Software Engineer,https://www.ycombinator.com/companies/firstbase-io/jobs/yWaBBxz-lead-software-engineer,Firstbase Io,$68K - $78K,Brazil / Remote (US)
Senior Front End Engineer,https://www.ycombinator.com/companies/firstbase-io/jobs/haeGk4f-senior-front-end-engineer,Firstbase Io,$55K - $75K,Remote (LatAm) / Remote (US)
Senior Back End Engineer - PHP,https://www.ycombinator.com/companies/firstbase-io/jobs/OF0CwDi-senior-back-end-engineer-php,Firstbase Io,$55K - $75K,Remote (LatAm) / Remote (US)
Tech Lead - Golang (Remote),https://www.ycombinator.com/companies/firstbase-io/jobs/slkfDIj-tech-lead-golang-remote,Firstbase Io,$68K - $78K,Remote (LatAm) / Remote (US)
Product Marketing Lead,https://www.ycombinator.com/companies/firstbase-io/jobs/ok11Vmv-product-marketing-lead,Firstbase Io,$160K - $190K,New York / Remote (US)
Product Manager - Start and Compliance,https://www.ycombinator.com/companies/firstbase-io/jobs/D5EGsFq-product-manager-start-and-compliance,Firstbase Io,$125K - $143K,New York / Remote (US)
Growth Lead,https://www.ycombinator.com/companies/firstbase-io/jobs/9Y82VZu-growth-lead,Firstbase Io,$170K - $220K,New York / Remote (US)
Channel Partner Manager,https://www.ycombinator.com/companies/firstbase-io/jobs/jo2nvKL-channel-partner-manager,Firstbase Io,$170K - $220K,New York / Remote (US)
Account Executive,https://www.ycombinator.com/companies/firstbase-io/jobs/Ul2qQir-account-executive,Firstbase Io,$170K - $220K,New York / Remote (US)
Content Marketing Manager (remote),https://www.ycombinator.com/companies/firstbase-io/jobs/vco9zqA-content-marketing-manager-remote,Firstbase Io,3+ years,Remote / Remote (US)
Demand Generation Manager,https://www.ycombinator.com/companies/firstbase-io/jobs/lTLpOLn-demand-generation-manager,Firstbase Io,$120K - $170K,New York / Remote (US)
Content Marketing Manager,https://www.ycombinator.com/companies/firstbase-io/jobs/QWF35vB-content-marketing-manager,Firstbase Io,$90K - $120K,New York / Remote (US)
Product Designer,https://www.ycombinator.com/companies/firstbase-io/jobs/5E4EBQh-product-designer,Firstbase Io,3+ years,"New York, NY, US / Remote (US)"
Senior Back End Engineer - Golang,https://www.ycombinator.com/companies/firstbase-io/jobs/SZZE3CS-senior-back-end-engineer-golang,Firstbase Io,$55K - $75K,Remote (LatAm) / Remote (US)
"Senior Software Engineer, Full Stack",https://www.ycombinator.com/companies/gridware/jobs/T7XUfyw-senior-software-engineer-full-stack,Gridware,$170K - $190K,"San Francisco, CA"
Firmware QA Engineer,https://www.ycombinator.com/companies/gridware/jobs/nRFYzKs-firmware-qa-engineer,Gridware,$165K - $185K,"San Francisco, CA"
Enterprise Sales Manager - Saudi Arabia,https://www.ycombinator.com/companies/cyble/jobs/yVkEHPx-enterprise-sales-manager-saudi-arabia,Cyble,$80K - $140K,SA / Remote (SA)
Regional Sales Manager - South India,https://www.ycombinator.com/companies/cyble/jobs/B2CzAw1-regional-sales-manager-south-india,Cyble,₹3.5M - ₹5.5M INR,"Bengaluru, KA, IN / Bengaluru, Karnataka, IN / Remote (Chennai, TN, IN; Chennai, Tamil Nadu, IN; Hyderabad, TS, IN; Hyderabad, Telangana, IN)"
React.JS Developer,https://www.ycombinator.com/companies/cyble/jobs/luxXcCx-react-js-developer,Cyble,$10K - $14K,"Bengaluru, KA, IN / Bengaluru, Karnataka, IN"
"Head, Threat Research and Detection Engineering",https://www.ycombinator.com/companies/cyble/jobs/JTesUJc-head-threat-research-and-detection-engineering,Cyble,$80K - $150K,"Bengaluru, KA, IN / Bengaluru, Karnataka, IN / Remote (US)"
Software Engineer,https://www.ycombinator.com/companies/cyble/jobs/Wq4ZSsR-software-engineer,Cyble,$40K - $100K,"Bengaluru, KA, IN / Bengaluru, Karnataka, IN / Remote (IN; SG; PH; AU)"
Software Engineering Intern (Front-End / Back-End),https://www.ycombinator.com/companies/cyble/jobs/0bO4ju7-software-engineering-intern-front-end-back-end,Cyble,$25K - $50K,"Bengaluru, KA, IN / Remote"
Senior Golang Developer,https://www.ycombinator.com/companies/cyble/jobs/yKUD2YX-senior-golang-developer,Cyble,$40K - $70K,"Bengaluru, KA, IN"
Senior Engineer - ML & AI,https://www.ycombinator.com/companies/cyble/jobs/kdQ44Xs-senior-engineer-ml-ai,Cyble,$70K - $120K,"Bengaluru, KA, IN / Remote (Bengaluru, KA, IN)"
CTO- Cyber Security ,https://www.ycombinator.com/companies/cyble/jobs/nd6SoAb-cto-cyber-security,Cyble,$200K - $250K,Remote
"VP of Sales, North America",https://www.ycombinator.com/companies/cyble/jobs/voNzywa-vp-of-sales-north-america,Cyble,$200K - $250K,Remote
Data Engineer - Web Scraping,https://www.ycombinator.com/companies/cyble/jobs/cZ5tDdx-data-engineer-web-scraping,Cyble,$50K - $75K,Remote
Head of Talent Acquisition,https://www.ycombinator.com/companies/axle-health/jobs/EMk5WAW-head-of-talent-acquisition,Axle Health,$180K - $230K,"Los Angeles, CA, US / Santa Monica, CA, US"
Software Test Engineer / QA Engineer,https://www.ycombinator.com/companies/axle-health/jobs/478sL1q-software-test-engineer-qa-engineer,Axle Health,$90K - $150K,"Santa Monica, CA, US / Los Angeles, CA, US"
Senior DevOps Engineer,https://www.ycombinator.com/companies/axle-health/jobs/aklV8ix-senior-devops-engineer,Axle Health,$150K - $200K,"Santa Monica, CA, US / Los Angeles, CA, US"
Lead Platform Engineer,https://www.ycombinator.com/companies/axle-health/jobs/zKQLl8i-lead-platform-engineer,Axle Health,$170K - $200K,"Los Angeles, CA, US"
Software Engineer (New Grad),https://www.ycombinator.com/companies/axle-health/jobs/ommmQqU-software-engineer-new-grad,Axle Health,$120K - $140K,"Los Angeles, CA, US"
Software Engineer II,https://www.ycombinator.com/companies/axle-health/jobs/pZ74oB3-software-engineer-ii,Axle Health,$150K - $180K,"Los Angeles, CA, US"
Sr Software Engineer,https://www.ycombinator.com/companies/axle-health/jobs/IG09BnI-sr-software-engineer,Axle Health,$170K - $200K,"Los Angeles, CA, US"
Software Engineer I,https://www.ycombinator.com/companies/axle-health/jobs/jcgpaS1-software-engineer-i,Axle Health,$130K - $160K,"Los Angeles, CA, US"
Licensed Practical Nurse,https://www.ycombinator.com/companies/gradia-health/jobs/mLOqgRq-licensed-practical-nurse,Gradia Health,1+ years,Gradia - Remote / Remote (US)
Care Coordinator (Bilingual),https://www.ycombinator.com/companies/gradia-health/jobs/QTNE2xb-care-coordinator-bilingual,Gradia Health,1+ years,Gradia - Remote / Remote (US)
Founding Software Engineer,https://www.ycombinator.com/companies/gradia-health/jobs/WZq7DsC-founding-software-engineer,Gradia Health,Any (new grads ok),"San Francisco, CA"
Enterprise Technical Success Manager,https://www.ycombinator.com/companies/prequel/jobs/qUSf7CC-enterprise-technical-success-manager,Prequel,$100K - $180K,New York City
Frontend Software Engineer,https://www.ycombinator.com/companies/prequel/jobs/wdjx5KE-frontend-software-engineer,Prequel,$150K - $220K,New York City
Staff Software Engineer,https://www.ycombinator.com/companies/fractional/jobs/4R1LtNe-staff-software-engineer,Fractional,$165K - $185K,"San Francisco, CA, US / New York, NY, US"
Staff Backend Engineer,https://www.ycombinator.com/companies/fractional/jobs/MLCu9xi-staff-backend-engineer,Fractional,$160K - $185K,"New York, NY, US / Remote (US)"
Staff Frontend Engineer,https://www.ycombinator.com/companies/fractional/jobs/eTZybxn-staff-frontend-engineer,Fractional,$160K - $185K,"New York, NY, US / Remote (US)"
Product Engineer,https://www.ycombinator.com/companies/fractional/jobs/YftyxZJ-product-engineer,Fractional,$140K - $185K,"New York, NY / Remote"
Technical Customer Success Manager ,https://www.ycombinator.com/companies/encord/jobs/ayAADZo-technical-customer-success-manager,Encord,$130 - $200,"San Francisco, CA, US"
Research Scientist - Synthetic Data,https://www.ycombinator.com/companies/encord/jobs/wNMvRuM-research-scientist-synthetic-data,Encord,$70K - $120K,London
Research Scientist - Multi-modal LLMs,https://www.ycombinator.com/companies/encord/jobs/Z2L2xEM-research-scientist-multi-modal-llms,Encord,$70K - $120K,London
Product Manager,https://www.ycombinator.com/companies/encord/jobs/HCwAOWU-product-manager,Encord,£70K - £90K GBP,"London, England, GB"
Data Operations Specialist,https://www.ycombinator.com/companies/encord/jobs/DHmcU8c-data-operations-specialist,Encord,,London
AI/ML Developer Advocate - San Francisco,https://www.ycombinator.com/companies/encord/jobs/Rc6hcYA-ai-ml-developer-advocate-san-francisco,Encord,,San Francisco
Growth Manager,https://www.ycombinator.com/companies/encord/jobs/1Aja4rA-growth-manager,Encord,,London
Senior Account Executive,https://www.ycombinator.com/companies/encord/jobs/l7Jbyxm-senior-account-executive,Encord,3+ years,"London, England, GB / San Francisco, CA, US"
Full Stack Engineer,https://www.ycombinator.com/companies/encord/jobs/ycUS52d-full-stack-engineer,Encord,3+ years,London
Frontend Engineer,https://www.ycombinator.com/companies/encord/jobs/H7DTFbj-frontend-engineer,Encord,3+ years,London
Backend Engineer,https://www.ycombinator.com/companies/encord/jobs/u14Voqx-backend-engineer,Encord,3+ years,London
Senior Full-stack Developer (Belgium: Employee or Contractor),https://www.ycombinator.com/companies/segments-ai/jobs/UkkUfOg-senior-full-stack-developer-belgium-employee-or-contractor,Segments Ai,€100K - €150K EUR,Remote (BE)
Contract Web Designer,https://www.ycombinator.com/companies/axiom-ai/jobs/DckIVG6-contract-web-designer,Axiom Ai,3+ years,US / GB / FR / DE / AU / NZ / HR / CA / MX / AR / AT / BE / CY / DK / FI / GR / HU / IT / LV / LT / LU / MT / NL / Remote (US; GB; FR; DE; AU; NZ; HR; CA; MX; AR; AT; BE; CY; DK; FI; GR; HU; IT; LV; LT; LU; MT; NL)
UI/UX Designer Webflow,https://www.ycombinator.com/companies/pesto/jobs/a1pleXt-ui-ux-designer-webflow,Pesto,$3K,PL / UA / Remote (PL; UA)
"Elixir Backend Engineer: Building a whole new type of credit card (PingLend, YCW21) ",https://www.ycombinator.com/companies/pesto/jobs/6L1AVGu-elixir-backend-engineer-building-a-whole-new-type-of-credit-card-pinglend-ycw21,Pesto,$70K - $85K,Argentina / Bolivia / Brazil / Chile / Colombia / Ecuador / Guyana / Paraguay / Peru / Suriname / Uruguay / Venezuela / Mexico / Guatemala / Honduras / Nicaragua / El Salvador / Costa Rica / Panama / Belize / Remote (Argentina; Bolivia; Brazil; Chile; Colombia; Ecuador; Guyana; Paraguay; Peru; Suriname; Uruguay; Venezuela; Mexico; Guatemala; Honduras; Nicaragua; El Salvador; Costa Rica; Panama; Belize)
Credit Card Operations Manager ,https://www.ycombinator.com/companies/pesto/jobs/PgKM146-credit-card-operations-manager,Pesto,3+ years,"San Francisco, CA / Los Angeles, CA / Remote (United States)"
